Days_Past	Date	Cases	Deaths	Cases_New	Deaths_New	Cases_Last_Week	Deaths_Last_Week	Cases_Per_Million	Deaths_Per_Million	Cases_New_Per_Million	Deaths_New_Per_Million	Cases_Last_Week_Per_Million	Deaths_Last_Week_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent
-311	2020-01-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-310	2020-01-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-309	2020-01-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-308	2020-01-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-307	2020-01-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-306	2020-01-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-305	2020-01-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-304	2020-01-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-303	2020-01-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-302	2020-01-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-301	2020-01-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-300	2020-01-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-299	2020-01-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-298	2020-01-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-297	2020-01-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-296	2020-01-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-295	2020-01-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-294	2020-01-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-293	2020-01-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-292	2020-01-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-291	2020-01-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-290	2020-01-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-289	2020-01-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-288	2020-01-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-287	2020-01-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-286	2020-01-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-285	2020-01-29	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-284	2020-01-30	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-283	2020-01-31	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-282	2020-02-01	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-281	2020-02-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-280	2020-02-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-279	2020-02-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-278	2020-02-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-277	2020-02-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-276	2020-02-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-275	2020-02-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-274	2020-02-09	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-273	2020-02-10	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-272	2020-02-11	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-271	2020-02-12	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-270	2020-02-13	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-269	2020-02-14	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-268	2020-02-15	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-267	2020-02-16	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-266	2020-02-17	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-265	2020-02-18	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-264	2020-02-19	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-263	2020-02-20	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-262	2020-02-21	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-261	2020-02-22	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-260	2020-02-23	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-259	2020-02-24	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-258	2020-02-25	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-257	2020-02-26	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-256	2020-02-27	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-255	2020-02-28	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-254	2020-02-29	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-253	2020-03-01	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-252	2020-03-02	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-251	2020-03-03	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-250	2020-03-04	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-249	2020-03-05	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-248	2020-03-06	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-247	2020-03-07	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-246	2020-03-08	0	0	0	0	0	0	0	0	0	0.0	0	0.0		
-245	2020-03-09	1	0	1	0	1	0	7	0	7	0.0	7	0.0		
-244	2020-03-10	1	0	0	0	1	0	7	0	0	0.0	7	0.0		
-243	2020-03-11	1	0	0	0	1	0	7	0	0	0.0	7	0.0		
-242	2020-03-12	1	0	0	0	1	0	7	0	0	0.0	7	0.0		
-241	2020-03-13	1	0	0	0	1	0	7	0	0	0.0	7	0.0		
-240	2020-03-14	1	0	0	0	1	0	7	0	0	0.0	7	0.0		
-239	2020-03-15	1	0	0	0	1	0	7	0	0	0.0	7	0.0		
-238	2020-03-16	3	0	2	0	2	0	23	0	15	0.0	15	0.0		
-237	2020-03-17	5	0	2	0	4	0	38	0	15	0.0	30	0.0		
-236	2020-03-18	5	0	0	0	4	0	38	0	0	0.0	30	0.0		
-235	2020-03-19	6	0	1	0	5	0	46	0	7	0.0	38	0.0		
-234	2020-03-20	6	0	0	0	5	0	46	0	0	0.0	38	0.0		
-233	2020-03-21	9	0	3	0	8	0	69	0	23	0.0	61	0.0		
-232	2020-03-22	10	1	1	1	9	1	76	7	7	7.676	69	7.68		
-231	2020-03-23	13	1	3	0	10	1	99	7	23	0.0	76	7.68		
-230	2020-03-24	15	1	2	0	10	1	115	7	15	0.0	76	7.68		
-229	2020-03-25	17	1	2	0	12	1	130	7	15	0.0	92	7.68		
-228	2020-03-26	19	1	2	0	13	1	145	7	15	0.0	99	7.68		
-227	2020-03-27	22	1	3	0	16	1	168	7	23	0.0	122	7.68		
-226	2020-03-28	24	1	2	0	15	1	184	7	15	0.0	115	7.68		
-225	2020-03-29	26	1	2	0	16	0	199	7	15	0.0	122	0.0		
-224	2020-03-30	26	1	0	0	13	0	199	7	0	0.0	99	0.0		
-223	2020-03-31	29	2	3	1	14	1	222	15	23	7.676	107	7.68		
-222	2020-04-01	33	2	4	0	16	1	253	15	30	0.0	122	7.68		
-221	2020-04-02	33	2	0	0	14	1	253	15	0	0.0	107	7.68		
-220	2020-04-03	34	2	1	0	12	1	260	15	7	0.0	92	7.68		
-219	2020-04-04	35	2	1	0	11	1	268	15	7	0.0	84	7.68		
-218	2020-04-05	40	3	5	1	14	2	307	23	38	7.676	107	15.35		
-217	2020-04-06	43	5	3	2	17	4	330	38	23	15.352	130	30.7		
-216	2020-04-07	48	6	5	1	19	4	368	46	38	7.676	145	30.7		
-215	2020-04-08	49	6	1	0	16	4	376	46	7	0.0	122	30.7		
-214	2020-04-09	52	7	3	1	19	5	399	53	23	7.676	145	38.38		
-213	2020-04-10	53	7	1	0	19	5	406	53	7	0.0	145	38.38		
-212	2020-04-11	55	7	2	0	20	5	422	53	15	0.0	153	38.38		
-211	2020-04-12	55	7	0	0	15	4	422	53	0	0.0	115	30.7		
-210	2020-04-13	55	7	0	0	12	2	422	53	0	0.0	92	15.35		
-209	2020-04-14	59	7	4	0	11	1	452	53	30	0.0	84	7.68		
-208	2020-04-15	60	7	1	0	11	1	460	53	7	0.0	84	7.68		
-207	2020-04-16	63	7	3	0	11	0	483	53	23	0.0	84	0.0		
-206	2020-04-17	68	7	5	0	15	0	521	53	38	0.0	115	0.0		
-205	2020-04-18	70	7	2	0	15	0	537	53	15	0.0	115	0.0		
-204	2020-04-19	72	7	2	0	17	0	552	53	15	0.0	130	0.0		
-203	2020-04-20	72	7	0	0	17	0	552	53	0	0.0	130	0.0		
-202	2020-04-21	72	7	0	0	13	0	552	53	0	0.0	99	0.0		
-201	2020-04-22	74	7	2	0	14	0	568	53	15	0.0	107	0.0		
